ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,1,71,21407,1665,103,3583,6896,10980,3583
1,11,21,21407,3945,122,4649,282,10980,4649
1,2,41,21407,2547,47,3583,1244,10980,3583
1,5,1,21407,397,92,111,121,2400,111
1,3,25,21407,2547,139,4649,1244,10980,4649
1,8,29,21407,1567,96,3583,1244,10980,3583
1,186,9,21407,4424,162,92,4,190,92
1,18,16,21407,2641,267,384,18,2400,384
1,1,17,21407,1567,305,4649,6896,10980,4649
1,54,30,21407,2547,435,4649,6896,10980,4649
1,409,27,21407,1665,15,140,133,689,140
1,409,12,43,43,597,1043,351,2636,1043
1,10,26,21407,1796,325,4649,6896,10980,4649
1,108,51,21407,4424,300,216,219,2690,216
1,10,57,21407,1796,415,218,16,941,218
1,8,37,21407,1665,178,3583,1244,10980,3583
1,10,62,21407,2547,9,224,179,412,224
1,42,1,94,94,546,806,670,2400,806
1,239,15,21407,3945,543,34,24,493,34
1,2,20,239,239,82,376,8,2690,376
1,247,6,21407,3945,68,159,15,2690,159
1,3,38,21407,3945,501,566,665,1287,566
1,43,3,221,221,1135,1256,114,2636,1256
0,12,25,721,721,296,4649,6896,10980,4649
1,6,3,282,73,659,394,244,1318,394
1,16,53,21407,3945,601,597,41,1287,597
1,13,5,21407,2547,532,597,42,1287,597
1,1,50,21407,2547,83,3583,6896,10980,3583
1,16,6,498,267,91,4649,6896,10980,4649
1,24,14,21407,397,92,347,5,1294,347
1,2,11,21407,2641,167,54,116,783,54
1,63,7,269,111,597,806,670,2400,806
1,48,8,269,111,546,1256,530,2636,1256
1,2,12,21407,1567,145,103,20,2690,103
1,163,37,21407,1665,178,3583,1244,10980,3583
1,409,7,21407,1796,12,467,24,892,467
1,5,10,21407,3945,40,4649,6896,10980,4649
1,4,24,21407,1665,179,467,96,892,467
1,37,3,149,149,115,165,3,2400,165
1,839,8,21407,2641,138,3583,6896,10980,3583
1,40,29,21407,2547,335,566,665,1287,566
1,409,19,21407,3945,162,4649,6896,10980,4649
1,127,9,276,138,597,75,19,362,75
1,1,10,21407,2547,230,1772,6896,10980,1772
1,6,60,21407,1796,60,4649,6896,10980,4649
1,7,27,21407,4424,525,3583,6896,10980,3583
1,3,20,21407,3945,543,199,321,2690,199
1,31,6,21407,3945,41,566,665,1287,566
1,4,7,21407,3945,151,335,56,2690,335
1,1,12,334,334,36,159,127,2690,159
1,62,29,21407,1796,40,566,665,1287,566
0,5,31,21407,1796,30,175,202,892,175
1,3,25,21407,4424,601,196,199,10980,196
1,2,15,21407,1796,79,342,211,1294,342
0,2,16,21407,2641,231,4649,6896,10980,4649
1,409,6,498,267,36,43,20,150,43
1,32,5,57,57,42,34,14,78,34
1,83,12,46,46,162,335,12,2690,335
1,3,16,94,94,292,342,16,1294,342
1,9,32,21407,4424,45,33,10,783,33
1,17,8,21407,1665,84,597,153,1287,597
0,2,10,58,58,37,201,225,384,201
1,3,11,375,28,12,3583,6896,10980,3583
0,12,28,21407,3945,21,337,12,783,337
1,91,43,21407,2547,304,1772,128,10980,1772
1,10,7,21407,2547,230,185,324,449,185
1,5,4,21407,1796,251,17,87,160,17
1,299,33,21407,1295,278,1772,1244,10980,1772
1,299,18,21407,4424,114,73,181,783,73
1,17,43,21407,3945,317,4649,6896,10980,4649
1,1,2,80,80,1135,20,2,160,20
0,4,34,398,396,72,342,211,1294,342
1,36,21,21407,397,92,384,9,2400,384
1,1,3,36,36,597,1043,11,2636,1043
1,10,40,21407,3945,501,35,46,190,35
1,4,7,21407,2547,532,36,4,146,36
1,88,47,21407,2641,138,288,34,783,288
1,2,27,21407,2547,532,201,225,384,201
1,2,15,21407,1796,79,342,67,1294,342
1,484,15,21407,1567,40,83,18,783,83
1,4,53,21407,2547,532,4649,6896,10980,4649
0,16,3,221,221,1135,1256,114,2636,1256
1,839,33,21407,1295,267,145,3,783,145
1,108,11,21407,3945,543,199,321,2690,199
0,2,22,21407,4424,304,147,154,493,147
1,409,5,21407,1796,91,3583,6896,10980,3583
1,26,42,21407,2547,115,774,21,2400,774
1,81,13,291,291,20,110,7,1318,110
1,31,11,16,16,431,165,351,2400,165
1,31,45,21407,2547,106,145,14,783,145
1,4,10,21407,2641,10,3583,6896,10980,3583
1,2,10,21407,4424,119,335,56,2690,335
1,295,21,21407,3945,601,3583,6896,10980,3583
1,239,11,21407,4424,111,774,311,2400,774
1,2,50,21407,2547,83,3583,6896,10980,3583
1,3,152,21407,4424,525,521,419,941,521
1,10,32,21407,4424,157,63,14,2690,63
1,27,6,295,81,763,1256,530,2636,1256
1,4,38,21407,3945,317,56,11,190,56
1,45,16,21407,4424,90,4649,6896,10980,4649
1,5,4,94,94,95,115,3,1318,115
1,4,66,21407,2547,37,224,179,412,224
1,220,9,30,30,597,5,28,2636,5
1,4,1,21407,3945,43,11,14,78,11
1,5,21,21407,397,92,384,9,2400,384
1,14,22,21407,1665,136,774,181,2400,774
1,83,6,21407,4424,292,347,194,1294,347
1,186,35,21407,2547,304,4649,282,10980,4649
1,13,24,21407,4424,42,4649,6896,10980,4649
1,17,12,21407,2641,138,3583,6896,10980,3583
1,404,4,21407,1295,102,597,3,1287,597
1,3,10,721,721,296,3583,6896,10980,3583
1,13,8,21407,2547,532,521,419,941,521
1,299,5,334,334,128,64,154,224,64
1,409,8,21407,4424,300,216,95,2690,216
1,18,16,21407,2641,97,3583,6896,10980,3583
1,3,50,21407,3945,162,1772,29,10980,1772
1,204,16,21407,1665,73,33,9,224,33
1,157,4,94,94,102,376,39,2690,376
1,2,8,21407,3945,140,199,321,2690,199
1,6,9,21407,2547,150,77,8,181,77
1,65,12,21407,1665,122,175,202,892,175
1,25,1,118,50,546,1256,530,2636,1256
1,7,1,21407,4424,25,774,202,2400,774
0,2,19,721,721,19,38,3,941,38
1,2,41,21407,971,128,3583,1244,10980,3583
1,40,14,498,231,23,4649,6896,10980,4649
1,2,49,21407,3945,162,3583,1244,10980,3583
1,83,7,21407,3945,151,335,68,2690,335
1,2,24,21407,3945,601,3583,1244,10980,3583
1,236,1,32,15,15,54,1,293,54
1,4,45,21407,2547,139,4649,6896,10980,4649
1,247,11,398,396,129,473,11,2690,473
1,25,1,721,721,90,4649,6896,10980,4649
1,4,53,21407,1567,210,17,21,783,17
1,12,7,282,209,296,238,98,689,238
1,4,14,21407,2641,26,3583,1244,10980,3583
1,2,17,21407,3945,63,137,36,10980,137
1,73,3,498,267,251,197,13,449,197
1,12,11,129,129,1135,1256,351,2636,1256
1,7,5,21407,3945,601,4649,6896,10980,4649
1,2,1,721,721,19,86,3,2400,86
1,10,20,498,231,75,4649,10,10980,4649
1,1,22,21407,4424,525,4649,6896,10980,4649
1,52,67,21407,1567,160,289,2,465,289
1,12,38,21407,1665,138,85,181,465,85
1,484,14,21407,3945,98,337,14,783,337
1,484,6,43,43,597,1043,17,2636,1043
1,84,38,21407,3945,179,473,95,2690,473
1,1,18,375,321,55,4649,6896,10980,4649
1,38,9,21407,1796,251,68,4,146,68
1,4,4,21407,2641,195,4649,1244,10980,4649
1,21,7,21407,1665,85,216,219,2690,216
1,8,67,21407,1567,325,289,29,465,289
1,24,13,21407,1567,160,40,10,10980,40
1,186,19,21407,1665,81,3583,6896,10980,3583
1,10,9,400,295,34,52,7,128,52
1,25,13,21407,1796,138,99,5,2690,99
1,27,16,21407,2641,97,4649,6896,10980,4649
1,2,14,160,76,45,104,5,176,104
1,14,4,25,25,431,1043,161,2636,1043
1,113,2,21407,971,58,774,311,2400,774
0,2,8,79,79,206,3583,6896,10980,3583
1,3,20,21407,2641,231,4649,6896,10980,4649
1,2,14,37,37,95,4649,6896,10980,4649
1,8,14,21407,2641,97,4649,6896,10980,4649
1,204,11,239,239,30,116,11,493,116
1,4,37,21407,971,96,196,199,10980,196
0,99,56,21407,4424,366,1772,39,10980,1772
1,2,58,21407,3945,501,1772,116,10980,1772
1,24,8,291,291,45,64,21,224,64
1,11,22,21407,4424,317,4649,6896,10980,4649
0,1,45,21407,4424,148,342,211,1294,342
1,3,17,21407,3945,143,3583,6896,10980,3583
1,5,12,234,83,1135,14,12,58,14
1,6,29,21407,1567,96,40,15,10980,40
1,12,5,197,197,763,240,351,2636,240
1,6,61,21407,1665,206,1772,233,10980,1772
1,1,14,742,489,122,289,246,465,289
1,839,28,21407,1295,125,4649,6896,10980,4649
1,3,12,21407,4424,148,211,194,1294,211
0,22,30,21407,2641,47,4649,6896,10980,4649
0,25,1,37,20,659,164,1,1318,164
1,115,11,21407,3945,543,216,160,2690,216
0,9,61,21407,1665,178,4649,6896,10980,4649
0,17,8,221,221,1135,1256,114,2636,1256
1,9,27,21407,4424,601,3583,6896,10980,3583
1,1,54,21407,2547,230,4649,6896,10980,4649
1,23,3,190,190,659,329,3,1318,329
1,135,15,21407,4424,157,337,8,783,337
1,57,4,149,123,191,806,670,2400,806
1,299,25,21407,2547,139,4649,1244,10980,4649
1,839,49,21407,1796,415,4649,1244,10980,4649
1,839,3,21407,4424,183,3583,6896,10980,3583
1,1,52,21407,971,111,4649,6896,10980,4649
1,3,15,21407,4424,120,566,10,1287,566
1,295,15,21407,4424,111,467,7,892,467
1,33,15,275,257,284,199,174,1318,199
1,2,18,21407,1567,210,274,199,10980,274
1,22,16,282,209,659,394,10,1318,394
1,484,6,21407,397,83,347,2,1294,347
1,1,7,269,83,597,1043,22,2636,1043
1,87,13,21407,971,128,49,27,892,49
1,5,8,21407,2641,73,774,311,2400,774
1,3,26,21407,1295,278,4649,1244,10980,4649
0,1,45,21407,4424,148,342,211,1294,342
1,19,58,21407,3945,501,3583,6896,10980,3583
1,113,2,1,181,87,384,1,2400,384
1,10,4,16,6,15,5,2,35,5
1,484,7,21407,1295,11,337,10,783,337
1,13,10,21407,4424,148,347,194,1294,347
1,12,44,21407,2641,211,521,14,941,521
1,99,14,60,50,1135,1256,333,2636,1256
1,17,9,21407,1796,251,81,15,1287,81
1,11,10,21407,971,111,566,665,1287,566
1,10,61,21407,1796,415,521,419,941,521
1,11,53,21407,1567,210,60,9,783,60
1,220,6,184,184,50,1256,333,2636,1256
1,5,54,21407,1567,325,521,419,941,521
1,4,13,21407,4424,300,176,202,892,176
1,22,3,282,209,46,394,244,1318,394
1,38,30,21407,2641,231,4649,7,10980,4649
1,4,12,398,396,58,147,12,493,147
1,1,27,21407,4424,525,4649,6896,10980,4649
1,839,19,21407,2547,230,3583,6896,10980,3583
1,108,29,21407,1796,113,175,80,892,175
0,3,9,21407,1567,210,201,225,384,201
1,404,10,66,66,132,33,194,108,33
1,2,9,21407,3945,48,180,64,493,180
1,10,19,21407,4424,292,347,123,1294,347
1,24,15,21407,2547,37,60,8,412,60
1,1,7,21407,4424,54,7,4,2690,7
1,135,21,21407,1567,33,52,7,128,52
1,1,10,334,334,19,216,95,2690,216
1,409,14,21407,3945,48,376,222,2690,376
1,5,14,149,149,42,24,2,224,24
1,167,12,94,94,102,335,17,2690,335
1,6,11,160,84,35,473,95,2690,473
1,2,2,21407,397,16,211,9,1294,211
1,2,6,21407,397,83,347,194,1294,347
1,10,20,21407,3945,179,216,24,2690,216
1,62,6,721,721,75,196,19,10980,196
1,2,45,21407,3945,162,4649,6896,10980,4649
0,4,26,21407,1665,206,4649,1244,10980,4649
1,1,17,21407,4424,185,28,16,362,28
1,136,21,21407,2547,106,344,153,783,344
1,839,49,21407,2547,304,4649,7,10980,4649
1,6,5,21407,2641,33,47,33,128,47
1,4,13,21407,397,83,347,194,1294,347
1,204,20,21407,1665,136,175,219,892,175
1,484,32,21407,1567,32,48,116,783,48
1,1,37,21407,971,96,196,199,10980,196
1,40,35,21407,2547,230,4649,282,10980,4649
1,1,20,21407,4424,21,172,13,2690,172
1,2,25,21407,3945,543,597,8,1287,597
1,19,13,12,11,21,774,8,2400,774
1,38,33,21407,1796,51,1772,49,10980,1772
1,220,17,197,197,763,240,351,2636,240
1,163,11,21407,4424,129,774,21,2400,774
1,167,21,21407,3945,183,4649,6896,10980,4649
1,5,3,149,123,597,15,22,2636,15
1,3,4,74,74,179,1043,79,2636,1043
1,16,26,21407,4424,183,521,22,941,521
1,3,26,21407,1567,325,566,665,1287,566
1,1,33,21407,2641,167,48,116,783,48
1,12,26,21407,971,111,92,2,190,92
1,32,43,21407,2547,304,3583,6896,10980,3583
1,167,15,21407,4424,129,774,311,2400,774
1,5,41,21407,2547,532,3583,6896,10980,3583
1,4,4,186,186,431,1043,161,2636,1043
0,1,31,21407,1295,267,4649,6896,10980,4649
0,3,8,21407,3945,185,28,8,362,28
1,33,18,275,257,284,199,65,1318,199
1,839,50,21407,3945,162,1772,29,10980,1772
1,4,4,149,26,191,1256,530,2636,1256
1,5,20,498,231,75,4649,7,10980,4649
1,19,35,21407,2547,304,3583,6896,10980,3583
1,161,26,21407,2641,66,4649,6896,10980,4649
1,14,6,21407,1665,68,344,6,783,344
1,299,4,291,291,3,64,5,224,64
1,1,32,21407,2641,109,3583,6896,10980,3583
1,1,9,21407,1567,11,53,6,241,53
1,5,28,21407,1796,107,4649,6896,10980,4649
1,5,11,21407,4424,601,201,225,384,201
1,43,1,221,221,1135,806,114,2400,806
1,32,37,21407,971,96,196,199,10980,196
1,1,12,21407,3945,317,3583,1244,10980,3583
1,137,29,21407,1796,90,1772,6896,10980,1772
1,8,13,400,295,50,3583,10,10980,3583
1,1,20,21407,1665,122,4649,6896,10980,4649
1,2,7,295,113,763,1256,530,2636,1256
0,23,4,21407,1796,251,19,3,78,19
1,3,3,400,295,138,107,2,294,107
1,40,49,21407,1796,415,4649,6896,10980,4649
1,1,38,334,334,304,376,222,2690,376
1,29,7,61,61,546,1256,530,2636,1256
1,37,40,21407,3945,501,92,80,190,92
1,9,37,21407,1665,178,4649,9,10980,4649
1,29,2,276,138,546,1256,530,2636,1256
1,4,30,21407,1665,103,3583,6896,10980,3583
1,25,2,21407,4424,75,774,311,2400,774
1,8,3,282,73,659,394,244,1318,394
1,104,3,21407,1796,24,18,2,362,18
1,1,17,129,129,597,1043,5,2636,1043
1,24,58,21407,3945,501,4649,1244,10980,4649
1,239,25,21407,4424,50,147,154,493,147
1,161,2,21407,2641,42,9,11,16,9
1,2,60,21407,1796,84,4649,6896,10980,4649
1,32,28,21407,2641,211,135,10,941,135
1,23,16,119,119,597,1043,22,2636,1043
1,2,28,149,123,191,1043,28,2636,1043
1,239,12,334,334,36,147,12,493,147
1,79,2,21407,1796,79,154,96,1294,154
1,8,8,25,25,72,238,23,689,238
1,7,17,21407,2641,267,121,25,1294,121
1,37,7,282,209,150,53,13,241,53
1,3,49,21407,1796,415,4649,6896,10980,4649
1,295,13,21407,4424,98,597,153,1287,597
1,6,14,21407,2641,40,4649,6896,10980,4649
1,14,13,276,138,597,1043,22,2636,1043
1,23,8,21407,3945,543,14,34,2690,14
1,3,9,66,66,132,33,6896,108,33
1,127,23,234,151,1135,1256,333,2636,1256
1,13,13,79,78,211,135,34,941,135
1,83,4,375,321,90,3583,6896,10980,3583
1,14,37,21407,1665,178,4649,6896,10980,4649
1,839,20,21407,2547,532,4649,2,10980,4649
1,39,7,21407,1567,8,4,2,362,4
1,19,6,144,144,659,394,244,1318,394
1,25,25,291,291,24,115,8,1318,115
1,5,1,18,18,431,1043,13,2636,1043
1,4,45,21407,4424,148,211,194,1294,211
1,8,64,21407,3945,106,4649,1244,10980,4649
0,115,17,21407,1665,41,152,22,241,152
1,161,31,21407,2641,83,217,42,10980,217
1,157,12,239,239,12,99,12,2690,99
1,839,12,21407,1796,109,3583,6896,10980,3583
1,2,27,21407,3945,151,3583,6896,10980,3583
1,1,56,21407,4424,366,4649,6896,10980,4649
1,5,14,21407,2641,97,4649,6896,10980,4649
0,19,2,65,65,763,1256,530,2636,1256
1,1,3,742,489,147,3583,56,10980,3583
1,5,45,21407,3945,525,4649,6896,10980,4649
1,39,5,21407,397,7,18,5,362,18
1,839,5,21407,3945,159,467,219,892,467
1,5,20,186,186,431,1043,13,2636,1043
1,239,53,21407,3945,601,597,41,1287,597
1,1,52,21407,971,111,1772,39,10980,1772
1,38,4,21407,2641,28,3583,6896,10980,3583
1,1,18,742,253,19,86,121,2400,86
1,9,13,276,138,763,1256,530,2636,1256
1,79,15,21407,1567,305,1772,6896,10980,1772
1,3,1,21407,2641,3,104,181,176,104
1,15,13,400,295,60,337,7,783,337
1,239,11,107,107,296,238,98,689,238
1,5,19,21407,3945,41,107,155,294,107
0,1,28,21407,3945,21,337,12,783,337
1,12,57,21407,2547,9,224,179,412,224
1,4,16,21407,2547,532,3583,6896,10980,3583
1,9,35,21407,2547,230,4649,3,10980,4649
1,1,13,21407,1295,123,3583,1244,10980,3583
1,99,11,60,50,1135,1256,333,2636,1256
1,65,21,21407,1665,54,82,7,107,82
1,57,3,295,113,191,806,670,2400,806
1,16,16,21407,1665,73,337,8,783,337
1,11,30,21407,1295,45,147,24,384,147
1,16,57,21407,1796,46,521,94,941,521
1,409,23,21407,1796,251,196,2,10980,196
1,2,22,21407,971,197,17,8,111,17
1,1,1,291,291,659,329,1,1318,329
1,57,3,295,113,191,1256,351,2636,1256
1,5,33,79,78,267,288,96,783,288
1,3,17,21407,2547,304,3583,6896,10980,3583
1,36,38,21407,3945,179,147,154,493,147
1,1,21,21407,1295,125,4649,1244,10980,4649
1,1,27,21407,1295,267,597,153,1287,597
1,3,18,21407,1665,178,3583,6896,10980,3583
1,11,28,21407,2641,211,135,34,941,135
1,18,21,21407,397,92,384,9,2400,384
1,239,18,21407,3945,128,160,93,2690,160
1,9,15,334,334,37,159,127,2690,159
0,5,15,21407,4424,109,473,66,2690,473
1,16,34,140,140,119,376,19,2690,376
1,1,24,21407,2547,230,274,199,10980,274
1,4,39,21407,3945,183,3583,66,10980,3583
1,6,4,21,21,546,806,670,2400,806
1,2,26,21407,4424,169,92,80,190,92
1,404,17,21407,1665,33,175,202,892,175
1,34,12,94,94,597,1043,11,2636,1043
1,15,12,21407,2547,115,774,44,2400,774
0,37,1,94,94,191,806,670,2400,806
1,19,54,21407,2641,60,145,96,783,145
1,32,4,21407,397,115,10,1,98,10
1,3,3,39,39,597,75,19,362,75
1,9,37,21407,3945,543,199,321,2690,199
1,6,12,21407,4424,148,154,211,1294,154
1,91,24,21407,2641,231,4649,6896,10980,4649
1,3,21,398,396,543,473,16,2690,473
1,14,6,21407,1295,267,201,225,384,201
1,63,2,269,74,185,75,13,362,75
1,1,26,21407,1796,94,4649,6896,10980,4649
1,2,9,742,489,267,12,2,49,12
1,8,25,21407,2547,139,3583,6896,10980,3583
1,404,23,21407,4424,157,63,8,2690,63
1,43,16,21407,1796,84,3583,6896,10980,3583
1,32,35,107,107,106,175,12,689,175
1,3,28,21407,1295,125,1772,6896,10980,1772
1,16,9,398,396,304,172,9,2690,172
1,1,12,21407,971,197,3583,6896,10980,3583
1,21,12,21407,1665,85,473,160,2690,473
1,27,11,60,50,1135,1256,333,2636,1256
1,22,19,21407,4424,366,4649,282,10980,4649
1,53,21,21407,2641,147,196,2,293,196
1,48,19,21407,3945,151,335,56,2690,335
1,247,15,282,209,296,238,98,689,238
1,7,14,21407,2641,40,4649,6896,10980,4649
1,247,38,334,334,304,473,6,2690,473
1,6,13,129,129,1135,1256,351,2636,1256
1,2,4,21407,1665,79,342,96,1294,342
1,409,11,721,721,15,13,3,49,13
1,25,24,36,36,211,774,311,2400,774
1,2,14,17,17,1135,26,45,82,26
1,1,5,21407,2641,195,217,42,10980,217
1,20,3,107,107,106,140,3,689,140
1,5,4,398,396,150,27,3,181,27
1,17,2,30,30,5,384,1,2400,384
1,161,18,21407,2641,66,1772,6896,10980,1772
1,65,4,197,197,1135,384,1,2400,384
1,3,35,21407,2547,47,3583,66,10980,3583
1,13,1,21407,1796,94,36,1,241,36
1,2,16,21407,4424,601,4649,6896,10980,4649
1,1,3,239,239,58,180,88,493,180
1,13,49,21407,1796,73,597,665,1287,597
1,4,25,21407,4424,501,3583,6896,10980,3583
0,1,15,21407,1567,325,30,18,384,30
1,53,20,21407,2641,195,4649,6896,10980,4649
1,49,8,21407,3945,98,36,19,241,36
1,27,44,21407,2547,82,224,11,412,224
1,5,5,129,129,1135,1043,128,2636,1043
1,135,7,140,140,119,172,7,2690,172
1,79,4,144,144,284,110,62,1318,110
1,161,24,21407,1567,305,4649,1244,10980,4649
1,5,13,21407,971,128,217,46,10980,217
1,14,10,21407,1295,123,4649,1244,10980,4649
1,2,99,21407,1295,122,521,419,941,521
1,3,6,398,396,119,180,88,493,180
1,5,4,21407,2547,335,4649,6896,10980,4649
1,6,2,184,184,50,1043,19,2636,1043
1,23,15,21407,4424,120,566,10,1287,566
1,236,9,21407,2641,26,211,2,1294,211
1,484,46,21407,4424,97,4649,6896,10980,4649
1,4,21,21407,3945,34,3583,1244,10980,3583
1,2,62,21407,3945,28,289,246,465,289
1,839,7,21407,4424,183,1772,1244,10980,1772
1,50,2,129,129,1135,1043,128,2636,1043
0,22,7,282,73,659,164,22,1318,164
1,2,35,21407,1567,210,107,155,294,107
1,3,22,21407,1567,305,3583,1244,10980,3583
1,65,2,105,105,191,806,670,2400,806
1,11,29,21407,2641,167,288,9,783,288
1,15,21,21407,4424,147,196,9,293,196
1,5,53,21407,2547,532,4649,1244,10980,4649
1,23,58,21407,1796,415,521,419,941,521
1,404,11,239,239,30,116,11,493,116
1,839,2,21,21,2,3583,2,10980,3583
1,295,38,334,334,304,376,222,2690,376
1,19,55,21407,1796,60,45,324,449,45
1,73,4,498,231,8,4,22,150,4
0,186,26,21407,1665,206,4649,6896,10980,4649
1,91,20,21407,2641,435,4649,6896,10980,4649
1,8,16,21407,2641,231,38,155,294,38
1,36,11,21407,2641,172,774,35,2400,774
1,9,44,21407,2641,211,521,14,941,521
0,192,21,398,396,543,473,16,2690,473
1,5,22,21407,1567,325,384,2,2400,384
1,9,3,291,291,98,115,3,1318,115
0,2,2,74,73,185,34,2,362,34
1,16,40,21407,3945,501,92,80,190,92
1,6,14,21407,3945,543,160,321,2690,160
1,3,44,21407,1567,325,4649,6896,10980,4649
1,5,15,21407,1796,75,197,4,449,197
1,3,30,721,721,296,196,199,10980,196
1,45,13,282,209,150,53,2,241,53
1,19,35,107,107,106,175,12,689,175
1,8,9,282,209,52,25,1,181,25
1,1,6,21407,1567,33,467,202,892,467
1,32,8,21407,1665,85,103,2,2690,103
1,3,71,21407,1665,103,3583,6896,10980,3583
1,299,55,21407,4424,72,47,6,128,47
1,4,30,21407,3945,143,4649,6896,10980,4649
1,65,45,21407,2547,106,60,14,783,60
1,6,14,21407,4424,90,4649,6896,10980,4649
1,5,16,21407,2641,435,1772,128,10980,1772
1,13,3,21407,1796,94,43,3,2690,43
1,2,13,21407,2641,43,4649,6896,10980,4649
1,10,5,37,17,431,1256,333,2636,1256
1,1,23,21407,4424,601,4649,6896,10980,4649
1,2,32,21407,2641,195,147,24,384,147
1,50,3,160,84,30,376,222,2690,376
0,13,21,21407,2547,60,152,4,241,152
1,192,27,21407,4424,129,467,95,892,467
1,46,3,21407,397,83,342,2,1294,342
1,5,20,94,94,659,164,22,1318,164
1,9,2,21407,3945,162,3583,6896,10980,3583
1,8,16,400,295,304,4649,1244,10980,4649
1,2,49,21407,1796,415,1772,128,10980,1772
1,295,8,334,334,128,147,8,493,147
1,10,21,21407,397,92,211,11,1294,211
1,295,51,21407,3945,300,216,14,2690,216
1,5,22,21407,4424,148,347,123,1294,347
1,2,8,57,57,87,3583,6896,10980,3583
1,62,23,21407,1796,251,274,3,10980,274
1,17,38,21407,1665,145,99,160,2690,99
1,484,7,21407,4424,120,107,7,294,107
1,3,67,21407,1567,160,111,121,2400,111
1,295,33,21407,3945,128,160,93,2690,160
1,19,24,21407,2641,73,3583,6896,10980,3583
1,67,4,269,83,763,1043,5,2636,1043
1,38,11,21407,1796,132,7,4,7,7
1,38,20,21407,3945,82,199,321,2690,199
1,45,8,21407,4424,300,216,95,2690,216
1,3,2,74,73,179,1256,333,2636,1256
1,1,18,375,321,55,4649,6896,10980,4649
1,204,20,21407,4424,111,335,11,2690,335
0,37,38,21407,3945,501,566,665,1287,566
1,7,11,21407,971,124,3583,6896,10980,3583
1,3,12,234,83,1135,14,12,58,14
1,4,10,21407,3945,501,92,80,190,92
1,192,27,21407,1665,178,344,153,783,344
1,8,16,21407,2641,267,384,18,2400,384
1,1,45,21407,2547,335,3583,6896,10980,3583
1,839,15,21407,971,128,1772,6896,10980,1772
1,31,10,21407,1796,94,52,26,128,52
1,11,4,149,123,191,806,670,2400,806
1,24,5,90,90,431,1256,351,2636,1256
1,91,35,21407,2547,304,3583,6896,10980,3583
1,91,9,184,184,50,1256,333,2636,1256
1,26,4,119,119,763,1043,44,2636,1043
1,1,33,21407,2641,167,774,25,2400,774
1,8,64,21407,3945,106,3583,6896,10980,3583
1,2,18,21407,1295,278,3583,6896,10980,3583
1,23,10,74,74,179,806,35,2400,806
1,3,31,21407,2641,83,31,19,783,31
1,1,7,66,66,132,14,18,108,14
1,1,47,21407,1665,136,3583,6896,10980,3583
1,2,21,21407,1295,125,4649,282,10980,4649
1,5,38,21407,3945,317,92,46,190,92
1,76,42,21407,2547,115,224,31,412,224
1,32,12,21407,2547,115,73,24,783,73
1,1,26,21407,1796,94,4649,6896,10980,4649
1,11,49,21407,1796,73,3583,6896,10980,3583
1,192,42,21407,3945,190,4649,6896,10980,4649
1,4,37,21407,3945,54,473,19,2690,473
1,6,58,21407,1796,415,521,49,941,521
1,299,16,375,321,601,197,324,449,197
1,7,10,21407,1295,267,4649,282,10980,4649
1,3,19,21407,3945,65,4649,6896,10980,4649
1,839,17,21407,4424,72,4649,6896,10980,4649
1,79,15,21407,4424,109,160,7,2690,160
1,3,34,21407,1567,325,597,12,1287,597
1,236,10,11,10,211,43,65,293,43
1,7,14,21407,3945,601,4649,6896,10980,4649
0,29,1,21407,1295,11,20,87,160,20
1,3,10,21407,3945,140,34,2,111,34
1,839,13,21407,2547,304,185,324,449,185
1,3,25,21407,1295,278,4649,1244,10980,4649
1,1,6,21407,2641,47,344,2,783,344
1,7,34,140,140,119,473,7,2690,473
1,13,20,21407,3945,179,172,33,2690,172
1,3,2,171,171,185,34,4,362,34
1,15,39,21407,3945,183,4649,6896,10980,4649
1,1,10,21407,2547,73,384,6,2400,384
1,1,18,375,321,55,4649,6896,10980,4649
0,247,12,43,43,763,1256,351,2636,1256
0,1,22,21407,3945,162,4649,6896,10980,4649
1,1,64,21407,3945,106,521,419,941,521
1,16,4,234,151,1135,1256,333,2636,1256
1,8,10,25,25,140,218,71,941,218
1,13,24,21407,971,128,3583,3,10980,3583
1,4,17,129,129,597,1043,79,2636,1043
1,299,21,21407,4424,75,18,7,224,18
1,2,13,742,489,132,18,246,108,18
1,484,29,21407,1796,128,24,12,2690,24
1,839,44,21407,4424,366,521,419,941,521
1,10,8,149,149,37,53,5,241,53
